 #dectime HR   MN      Qh          Qe           T         H20         WS          DIR           P         Kdn         Ldn       Qstar    
   #units  h    m    W|m2        W|m2        degC        g|m3        m|s          deg         hPa        W|m2        W|m2        W|m2     
 178.6667  16   0 -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00    
 178.6875  16  30  231.11     -29.651      24.904      16.255      2.7940      297.51      1009.7      185.80      376.37      83.140    
 178.7083  17   0  222.76     -16.008      24.958      16.291      1.1320      299.61      1009.3      284.30      382.47      169.41    
 178.7292  17  30  268.93     -13.402      25.837      15.666     0.62000      257.70      1008.7      537.95      358.78      345.46    
 178.7500  18   0  228.99     -14.577      24.914      16.045      3.5920      304.09      1008.7      465.15      345.21      279.80    
 178.7708  18  30  332.97     -31.497      25.328      15.896      2.6990      265.98      1009.2      389.05      347.95      217.77    
 178.7917  19   0  368.16     -19.771      25.084      15.873      2.5210      258.12      1009.0      252.95      345.82      109.42    
 178.8125  19  30  234.26      11.863      24.824      15.831      2.1340      281.25      1009.1      191.25      345.04      62.790    
 178.8333  20   0  156.43      4.1580      24.733      15.679      2.1670      313.87      1009.1      144.75      344.42      26.739    
 178.8542  20  30  128.17      9.7570      24.670      15.268      1.5740      285.36      1009.0      58.190      342.26     -37.866    
 178.8750  21   0  68.851     -7.5690      24.778      15.037      1.0120      226.42      1008.8      17.185      344.36     -64.531    
 178.8958  21  30  46.197      8.4570      24.612      15.038      1.5170      233.01      1008.9      3.8930      346.90     -69.727    
 178.9167  22   0  40.023     -7.5920      24.492      15.001      1.0030      284.48      1008.8     -1.9340      357.33     -62.154    
 178.9375  22  30  29.842      26.974      24.250      14.579      1.6360      306.76      1008.9     -1.8810      361.00     -56.760    
 178.9583  23   0  38.999     -65.204      24.031      15.621      2.3270      298.48      1009.4     -2.2030      353.37     -61.996    
 178.9792  23  30  19.484      13.210      24.208      14.698      1.6990      306.22      1009.5     -1.8900      352.37     -62.859    
 179.0000   0   0  25.613     -6.0510      24.489      14.034     0.82000      320.03      1009.5     -1.9180      348.91     -66.343    
 179.0208   0  30  22.154      11.405      24.588      13.909      1.8000      319.18      1009.1     -1.4250      355.43     -59.642    
 179.0417   1   0  26.128      59.865      24.323      13.276      3.2630      331.02      1008.9     -1.6640      354.40     -59.782    
 179.0625   1  30  29.996      16.420      23.778      12.086      3.1580      341.38      1008.7     -1.9100      356.19     -56.577    
 179.0833   2   0  47.442      35.599      23.331      11.606      4.0700      349.37      1008.6     -1.8240      347.12     -63.647    
 179.1042   2  30  41.671      36.024      22.993      10.992      4.3120      336.64      1008.6     -1.7590      348.02     -61.348    
 179.1250   3   0  24.172      12.677      22.732      10.686      4.1270      347.46      1008.6     -1.8310      342.23     -65.742    
 179.1458   3  30  14.489      6.1060      22.522      10.499      2.5230      340.02      1008.5     -2.3770      332.98     -73.542    
 179.1667   4   0  25.801      13.134      22.301      10.529      2.3240      306.95      1008.6     -2.3880      331.80     -73.115    
 179.1875   4  30  16.226      5.9950      22.113      10.629      2.6820      312.42      1008.7     -2.3390      329.45     -74.085    
 179.2083   5   0  31.783     -1.1160      21.908      10.869      3.5290      313.94      1008.8     -2.1880      330.58     -71.764    
 179.2292   5  30  37.578      5.5280      21.693      11.076      3.0120      316.03      1008.9     -2.2350      330.65     -70.667    
 179.2500   6   0  31.757      9.7380      21.368      11.189      3.2070      326.16      1009.0     -1.3370      329.19     -69.886    
 179.2708   6  30  51.077      15.727      21.207      11.121      3.1730      329.44      1009.0      9.3690      329.19     -60.854    
 179.2917   7   0  89.011      34.299      20.961      11.311      4.1360      316.83      1009.2      52.295      328.98     -28.795    
 179.3125   7  30  77.958      17.795      20.889      10.919      4.4860      323.63      1009.5      120.85      330.94      21.845    
 179.3333   8   0  90.624      16.919      21.155      10.600      3.8840      327.49      1009.7      210.25      349.09      104.08    
 179.3542   8  30  131.41      23.206      21.376      10.617      5.0030      320.15      1010.0      289.10      339.59      150.07    
 179.3750   9   0  188.19      17.203      21.314      10.813      5.7000      316.35      1010.2      342.35      329.31      181.23    
 179.3958   9  30  206.84      36.617      21.718      10.893      5.6320      321.83      1010.4      427.95      333.70      249.24    
 179.4167  10   0  195.72      19.430      22.185      10.803      5.2160      317.12      1010.5      490.75      336.64      297.47    
 179.4375  10  30  179.18      49.893      22.564      10.637      5.6600      317.27      1010.6      483.85      342.64      296.19    
 179.4583  11   0  257.91     -999.00      23.325     -999.00      5.3760      317.04      1010.7      660.35      342.71      428.08    
 179.4792  11  30  240.09     -999.00      23.886     -999.00      5.2570      314.56      1010.7      720.50      344.61      471.52    
 179.5000  12   0  285.51     -999.00      24.362     -999.00      5.1850      307.45      1010.8      776.00      346.94      513.08    
 179.5208  12  30  322.46      28.315      24.765      10.600      5.2420      307.76      1010.9      833.00      349.02      558.05    
 179.5417  13   0  371.31      52.188      25.061      10.531      5.7890      313.33      1010.9      861.00      350.25      581.68    
 179.5625  13  30  346.03      50.137      25.512      10.458      5.4370      313.85      1011.0      878.50      351.98      595.18    
 179.5833  14   0  311.85      48.943      25.721      10.417      5.5270      310.55      1010.9      878.00      352.75      594.21    
 179.6042  14  30  399.49      89.970      26.041      10.137      5.5160      313.71      1010.8      875.50      352.71      591.01    
 179.6250  15   0  374.51      86.040      26.241      10.111      5.6470      312.29      1010.7      855.00      366.10      574.40    
 179.6458  15  30  395.01      57.734      26.409      9.9530      5.9830      310.71      1010.7      825.50      364.95      552.47    
 179.6667  16   0  371.99     -999.00      26.472     -999.00      6.4170      311.07      1010.6      789.00      353.19      524.40    
 179.6875  16  30  338.61     -999.00      26.794     -999.00      5.4280      313.39      1010.8      738.00      347.66      484.13    
 179.7083  17   0  321.60      40.915      27.131      9.5880      6.0040      319.30      1011.0      673.55      347.55      434.38    
 179.7292  17  30  295.89      53.743      26.958      10.016      6.1760      312.42      1011.1      596.80      346.91      374.77    
 179.7500  18   0  280.92      46.046      26.917      10.393      5.4330      311.40      1011.4      511.70      347.85      306.89    
 179.7708  18  30  242.74      35.037      26.970      10.391      5.7180      318.44      1011.7      406.00      350.09      224.03    
 179.7917  19   0  233.76      34.739      26.605      10.581      5.7810      320.47      1011.7      323.85      345.37      156.28    
 179.8125  19  30  159.73      28.085      26.522      10.542      4.9080      318.72      1011.7      226.30      343.30      77.321    
 179.8333  20   0  123.88      50.453      26.278      10.651      4.9760      313.69      1011.8      143.45      341.72      11.172    
 179.8542  20  30  111.19      32.094      26.376      10.767      4.0100      320.72      1011.9      79.150      341.43     -37.083    
 179.8750  21   0  50.488      35.934      26.187      10.647      3.9050      326.18      1012.0      37.185      339.38     -64.716    
 179.8958  21  30  69.113      17.690      25.762      10.625      4.4970      322.61      1012.1      5.1650      337.06     -83.393    
 179.9167  22   0  32.946      15.553      25.364      10.684      3.2240      321.85      1012.6     -2.4260      334.98     -87.856    
 179.9375  22  30  17.907      15.027      24.856      10.893      2.8210      309.66      1013.1     -2.9730      332.84     -86.982    
 179.9583  23   0  11.703      21.055      24.510      10.944      2.7060      302.88      1013.4     -2.8770      331.67     -85.733    
 179.9792  23  30  30.722      29.061      24.437      10.771      3.2430      324.86      1013.5     -2.4790      331.12     -85.116    
 180.0000   0   0  25.730      13.321      24.252      10.687      2.9360      326.08      1013.5     -2.6750      329.13     -85.793    
 180.0208   0  30  27.568      13.599      24.009      10.675      2.6810      338.92      1013.7     -2.6810      327.41     -85.949    
 180.0417   1   0  14.559      8.1650      23.675      10.629      2.3050      356.64      1013.7     -2.7040      325.78     -85.460    
 180.0625   1  30  14.025      4.2970      23.194      10.578      2.6560      330.36      1013.7     -2.7570      324.18     -84.787    
 180.0833   2   0  45.187      13.796      23.009      10.571      2.7640      337.12      1013.7     -2.5190      323.56     -84.123    
 180.1042   2  30  19.898      5.2420      22.696      10.525      2.8410      337.23      1013.8     -2.4880      322.09     -83.896    
 180.1250   3   0  15.601      8.3470      22.514      10.437      2.9070      337.84      1013.8     -2.5070      321.22     -83.675    
 180.1458   3  30  12.423      2.9540      22.227      10.423      1.4190      318.73      1013.7     -2.9390      320.20     -82.980    
 180.1667   4   0  6.6650     0.77200      21.946      10.506      1.5420      303.15      1013.6     -2.7340      319.49     -81.735    
 180.1875   4  30  18.388      4.1920      22.002      10.631     0.17700      21.516      1013.4     -2.7100      319.50     -81.044    
 180.2083   5   0  37.720      6.0020      21.520      10.888      1.0000      84.510      1013.5     -2.5040      319.24     -78.846    
 180.2292   5  30  29.742     0.09300      21.345      10.796     0.93100      81.341      1013.8     -2.3870      319.77     -77.218    
 180.2500   6   0  39.095      2.8330      20.922      10.755      1.0710      102.77      1014.0     -1.3130      318.89     -75.413    
 180.2708   6  30  27.231      2.6590      20.955      10.693      1.1610      105.04      1013.9      13.497      320.23     -62.947    
 180.2917   7   0  40.289     -1.6220      21.410      10.576      1.3330      120.19      1013.9      57.905      321.91     -31.934    
 180.3125   7  30  32.245      20.931      22.074      10.498      1.3480      78.753      1014.1      131.35      324.27      17.985    
 180.3333   8   0  35.194      17.995      22.881      10.508      1.1120      65.609      1014.3      210.60      327.72      76.085    
 180.3542   8  30  71.101      25.528      23.798      10.430     0.84400      72.466      1014.6      296.75      331.90      141.05    
 180.3750   9   0 -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00    
 180.3958   9  30 -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00    
 180.4167  10   0  264.15     -223.63      26.134      10.309     0.70300      290.21      1015.0      549.15      343.17      349.97    
 180.4375  10  30  408.53      104.78      26.206      10.753      1.9430      228.01      1015.0      617.60      344.87      399.93    
 180.4583  11   0  228.73      11.990      25.571      10.886      2.4470      238.44      1015.3      698.35      346.35      461.67    
 180.4792  11  30  276.19     -999.00      26.342     -999.00      1.8440      240.97      1015.4      754.00      352.40      506.30    
 180.5000  12   0  269.95     -999.00      26.815     -999.00      2.0940      233.83      1015.4      807.00      355.91      545.71    
 180.5208  12  30  324.18      105.64      27.105      11.320      2.3160      253.08      1015.4      845.00      357.49      573.86    
 180.5417  13   0  449.57      55.993      26.815      11.790      2.8550      260.15      1015.6      877.00      356.44      599.72    
 180.5625  13  30  352.27      65.159      26.826      11.979      2.4710      266.52      1015.6      898.00      357.11      617.96    
 180.5833  14   0  356.18     -29.717      26.600      12.827      3.1470      309.58      1015.6      905.50      354.40      624.52    
 180.6042  14  30  426.21      136.68      26.684      12.742      3.0500      251.09      1015.6      907.00      354.54      623.68    
 180.6250  15   0  152.04      185.87      25.720      13.933      4.4230      247.34      1015.6      887.50      350.93      607.40    
 180.6458  15  30  199.41     -999.00      25.311     -999.00      4.9670      249.28      1015.7      857.50      349.67      588.66    
 180.6667  16   0  246.94     -999.00      25.173     -999.00      4.8420      249.62      1015.8      815.50      349.39      557.02    
 180.6875  16  30  365.14     -999.00      25.641     -999.00      4.0610      246.41      1015.6      761.00      353.33      512.73    
 180.7083  17   0  279.20      158.25      26.273      14.494      3.0600      251.61      1015.5      686.65      372.90      453.86    
 180.7292  17  30  399.56      42.717      26.262      14.783      2.5140      283.96      1015.4      610.40      370.75      390.99    
 180.7500  18   0  219.07     -26.121      25.440      14.101      3.2380      285.87      1015.4      524.10      363.99      315.83    
 180.7708  18  30  273.25     -58.799      26.071      14.209      2.7320      271.01      1015.3      428.25      364.08      233.46    
 180.7917  19   0  191.42      20.920      26.505      12.650      2.0670      266.02      1015.3      334.20      364.08      155.25    
 180.8125  19  30  160.25      95.327      26.190      12.423      2.1620      269.08      1015.3      237.05      361.75      74.270    
 180.8333  20   0  155.54      39.997      26.262      14.513      1.4510      312.35      1015.3      147.30      359.90      4.1700    
 180.8542  20  30  34.774      211.24      25.650      15.110      1.7260      307.92      1015.4      79.190      356.32     -47.575    
 180.8750  21   0  30.969      40.487      25.376      15.438     0.93700      319.31      1015.5      36.835      354.96     -72.398    
 180.8958  21  30  24.066      10.213      25.898      14.885     0.56900      295.30      1015.7      4.9550      356.00     -89.941    
 180.9167  22   0  18.382      37.628      25.229      15.184      1.0840      308.60      1015.9     -3.5100      353.88     -93.059    
 180.9375  22  30  10.547      40.356      25.349      14.896     0.58800      328.40      1016.1     -3.2370      353.95     -91.928    
 180.9583  23   0  14.428      26.374      25.709      14.862     0.40000      310.94      1016.3     -2.4460      355.12     -90.064    
 180.9792  23  30  9.5740     0.77000      25.873      14.955     0.33100      298.65      1016.5     -2.6540      355.97     -89.390    
 181.0000   0   0 0.13300      158.97      25.593      14.441     0.69200      345.22      1016.6     -2.2660      354.95     -87.637    
 181.0208   0  30  14.563      104.83      25.431      11.642     0.85100      31.594      1016.8     -2.2490      353.17     -88.519    
 181.0417   1   0  14.055      4.3600      25.226      11.085     0.57700      83.599      1016.8     -2.4220      351.86     -88.107    
 181.0625   1  30  28.492     -15.170      24.680      11.264      1.2020      107.84      1016.8     -2.7240      349.84     -87.549    
 181.0833   2   0  13.931      7.7250      24.064      11.160      1.5670      112.79      1016.8     -2.8540      347.32     -87.331    
 181.1042   2  30  27.211      13.470      23.906      10.961     0.88700      105.12      1016.7     -2.9130      345.95     -87.523    
 181.1250   3   0  15.941      9.7460      23.807      10.820      1.0850      109.83      1016.6     -2.4750      345.55     -86.543    
 181.1458   3  30  11.367      7.4630      23.818      10.787     0.70000      104.42      1016.5     -2.4790      345.33     -86.154    
 181.1667   4   0  12.253      5.6110      23.760      10.817     0.74900      116.77      1016.4     -2.2400      346.00     -84.509    
 181.1875   4  30  15.917     0.94100      23.445      10.650     0.84200      118.17      1016.4     -2.2010      346.55     -82.526    
 181.2083   5   0  42.696      4.7880      23.479      10.614     0.75600      134.82      1016.4     -2.0130      347.11     -81.765    
 181.2292   5  30  24.299      6.0810      23.232      10.723     0.87000      149.60      1016.4     -2.6160      346.65     -81.842    
 181.2500   6   0  21.589     -13.253      23.149      10.926     0.48600      126.36      1016.6     -1.7550      346.23     -80.696    
 181.2708   6  30  41.065      8.6830      22.821      10.853     0.87600      128.81      1016.7      11.745      345.13     -69.991    
 181.2917   7   0  46.287      20.621      22.611      10.807     0.97300      132.27      1016.8      56.875      344.86     -36.530    
 181.3125   7  30  17.117    -0.57500      22.557      10.751      1.1600      113.14      1016.7      126.20      346.10      15.885    
 181.3333   8   0  26.541    -0.02900      23.016      10.865     0.97600      117.55      1016.7      207.60      348.72      79.985    
 181.3542   8  30  39.528      4.2150      23.665      11.025     0.80000      111.61      1016.8      293.50      352.28      148.57    
 181.3750   9   0  66.029      11.223      24.603      11.040     0.75200      88.502      1017.0      382.25      357.18      219.23    
 181.3958   9  30  70.128      25.632      25.690      11.161     0.56200      4.7010      1017.2      466.10      363.70      285.36    
 181.4167  10   0  87.957      24.301      25.787      11.992      1.7690      315.36      1017.2      549.60      365.15      349.30    
 181.4375  10  30  58.296      53.013      26.143      11.758      1.7510      319.62      1017.2      625.35      368.57      406.69    
 181.4583  11   0  180.89      118.15      27.342      11.708      1.5320      303.28      1017.2      693.95      374.96      459.73    
 181.4792  11  30  216.21     -999.00      26.927     -999.00      3.3030      245.82      1017.3      758.50      374.83      507.23    
 181.5000  12   0  235.90     -999.00      27.220     -999.00      3.3860      252.97      1017.2      816.00      377.10      550.38    
 181.5208  12  30  283.79      24.285      27.366      12.623      3.5230      259.00      1017.1      857.50      378.35      582.14    
 181.5417  13   0  337.84      67.668      27.162      12.650      3.4560      253.63      1017.1      884.00      378.61      604.48    
 181.5625  13  30  287.99      29.674      27.211      12.936      4.8030      259.44      1017.1      902.50      378.46      621.18    
 181.5833  14   0  280.27      63.657      27.076      13.163      5.0270      257.36      1017.0      912.00      378.30      629.30    
 181.6042  14  30  299.60      52.183      27.030      13.444      4.2510      250.31      1017.0      900.50      379.14      621.11    
 181.6250  15   0  269.41      147.17      26.851      13.020      4.5000      239.54      1016.9      867.00      379.22      594.99    
 181.6458  15  30  204.64     -999.00      26.707     -999.00      5.6600      245.60      1016.8      849.50      377.08      580.39    
 181.6667  16   0  323.22     -999.00      26.629     -999.00      4.7750      243.50      1016.8      814.00      376.48      553.77    
 181.6875  16  30  360.51     -999.00      26.659     -999.00      3.8990      243.19      1016.6      766.50      354.45      516.66    
 181.7083  17   0  251.17      37.568      26.495      12.669      4.1070      255.87      1016.7      432.55      343.83      252.43    
 181.7292  17  30 -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00    
 181.7500  18   0  330.61     -999.00      26.550     -999.00      3.2260      260.75      1016.4      533.30      329.79      312.16    
 181.7708  18  30  340.26     -1.4760      27.185      12.237      3.0460      257.96      1016.1      434.90      329.38      230.82    
 181.7917  19   0  175.74     -20.012      27.409      12.290      2.7800      261.45      1015.9      333.80      328.25      149.14    
 181.8125  19  30  210.03     -21.143      27.538      12.449      2.3520      264.14      1015.8      235.35      327.36      69.876    
 181.8333  20   0  100.32      30.520      27.512      12.994      1.2710      270.17      1015.8      142.30      327.86     -2.6410    
 181.8542  20  30  120.36      60.693      27.626      12.758      1.6910      286.15      1015.8      76.105      327.29     -52.363    
 181.8750  21   0  88.193     -19.689      27.290      13.334     0.66100      307.51      1015.9      28.765      326.80     -78.463    
 181.8958  21  30  36.448     -3.1630      26.408      13.828      1.1530      320.05      1016.0      1.8160      325.66     -89.529    
 181.9167  22   0  54.600      8.5120      25.960      14.337      2.0430      274.39      1016.2     -2.7400      326.49     -88.338    
 181.9375  22  30  79.357     -10.554      25.420      15.010      2.8870      252.30      1016.2     -2.7370      326.21     -84.375    
 181.9583  23   0  66.033     -21.232      25.207      15.214      1.0860      216.00      1016.3     -3.1070      325.63     -83.233    
 181.9792  23  30  64.793     -14.987      25.261      15.249     0.80800      178.64      1016.2     -2.6420      326.84     -80.533    
 182.0000   0   0  35.783      13.544      25.402      15.171     0.59100      120.39      1016.1     -2.2370      327.63     -78.693    
 182.0208   0  30  40.184     -3.4770      25.602      15.170     0.95400      126.43      1015.9     -1.8500      327.13     -78.510    
 182.0417   1   0  34.787     -11.647      25.694      14.985     0.78300      115.78      1015.8     -2.1430      326.77     -78.688    
 182.0625   1  30  21.030      31.793      26.101      14.656     0.55800      195.39      1015.6     -2.0350      326.63     -79.502    
 182.0833   2   0  3.2020     -3.5940      26.271      14.127     0.62500      303.32      1015.6     -1.6500      327.01     -77.817    
 182.1042   2  30  2.2400      18.856      25.800      13.996      1.2330      291.10      1015.6     -2.5470      324.97     -78.920    
 182.1250   3   0 -8.3270     -6.8650      26.136      12.223      2.6320      329.07      1015.5     -1.5080      325.68     -79.391    
 182.1458   3  30 -11.914      25.808      26.089      10.944      2.5430      328.23      1015.4     -2.6210      325.25     -80.649    
 182.1667   4   0 -5.3680      28.373      25.751      10.856      2.5940      331.36      1015.4     -2.5630      323.78     -81.040    
 182.1875   4  30 -0.5840      13.409      25.177      10.770      2.4830      333.10      1015.4     -2.7660      322.36     -80.719    
 182.2083   5   0 -2.6510      25.092      24.997      10.726      2.6490      323.43      1015.4     -2.4600      322.84     -79.534    
 182.2292   5  30  0.0760      23.334      24.896      10.372      3.6950      332.73      1015.4     -2.1680      323.72     -78.317    
 182.2500   6   0 -1.4880      18.141      24.716      10.018      3.2360      329.92      1015.5     -1.2980      322.17     -78.578    
 182.2708   6  30 -1.3970      26.527      24.543      9.6180      3.6480      332.37      1015.6      7.6460      319.69     -73.649    
 182.2917   7   0  13.283      22.680      24.393      9.5830      3.9640      328.69      1015.7      33.305      315.08     -58.906    
 182.3125   7  30  14.157      24.630      24.314      9.6660      3.8060      335.21      1015.8      78.815      314.08     -26.652    
 182.3333   8   0  35.295      30.036      24.239      9.9550      3.7620      318.03      1015.8      183.10      317.95      54.471    
 182.3542   8  30  58.387      35.901      24.532      10.194      3.7750      315.48      1015.8      278.80      320.45      125.97    
 182.3750   9   0  76.109      37.713      24.887      10.470      3.7110      313.30      1015.9      392.50      321.95      210.67    
 182.3958   9  30  95.395      44.932      25.621      10.268      3.9560      311.97      1016.0      498.95      317.92      280.99    
 182.4167  10   0  112.10      41.716      26.310      9.9030      4.7710      318.03      1016.0      586.60      317.67      343.20    
 182.4375  10  30  181.63      55.590      27.018      9.2700      4.5490      326.25      1015.8      659.35      321.07      398.87    
 182.4583  11   0  233.79     -999.00      26.946     -999.00      5.2940      314.38      1015.6      727.50      324.30      452.44    
 182.4792  11  30  251.17     -999.00      27.175     -999.00      5.0370      302.97      1015.5      785.50      327.63      497.27    
 182.5000  12   0  257.06     -999.00      27.361     -999.00      5.0230      306.38      1015.5      831.50      329.96      533.33    
 182.5208  12  30  206.94     -79.176      27.688      9.2770      5.6040      309.54      1015.4      875.00      332.21      568.72    
 182.5417  13   0  272.35      44.096      28.021      9.3500      5.3800      310.39      1015.4      901.50      335.51      593.32    
 182.5625  13  30  336.47     -6.9260      28.695      9.3090      5.1370      317.95      1015.1      921.00      337.95      609.59    
 182.5833  14   0  320.96      56.692      28.731      9.1300      6.1410      312.61      1015.0      928.00      337.29      615.18    
 182.6042  14  30  316.31      75.224      28.844      9.4930      5.8130      310.17      1014.8      917.50      338.70      608.65    
 182.6250  15   0  348.94      27.974      28.966      9.5930      6.0590      311.07      1014.6      895.00      339.57      592.66    
 182.6458  15  30  308.17      29.389      29.195      9.7940      5.9520      311.94      1014.5      865.00      340.05      571.40    
 182.6667  16   0  329.74     -999.00      29.570     -999.00      5.8820      318.83      1014.4      822.50      340.17      537.95    
 182.6875  16  30  294.75     -999.00      29.780     -999.00      5.7380      320.15      1014.3      768.00      339.05      495.62    
 182.7083  17   0  267.62      59.880      29.550      9.9930      5.4770      310.50      1014.2      701.55      337.76      445.45    
 182.7292  17  30  258.98      80.696      29.826      9.8020      5.1490      316.28      1014.0      627.10      336.43      384.49    
 182.7500  18   0  233.22      46.648      29.698      9.8590      5.5860      316.89      1013.9      540.00      332.94      311.13    
 182.7708  18  30  203.20     -8.4980      29.276      10.288      4.6770      308.99      1013.8      443.75      330.81      232.61    
 182.7917  19   0  171.80      51.080      29.031      10.341      5.1410      310.93      1013.9      342.05      328.09      149.59    
 182.8125  19  30  125.01      58.885      28.804      10.410      5.0950      311.17      1013.9      240.10      325.85      66.600    
 182.8333  20   0  134.76      16.565      28.590      10.247      4.9560      312.03      1014.0      147.75      324.85     -7.6120    
 182.8542  20  30  73.749      20.918      28.411      10.153      4.1480      316.09      1014.1      77.310      323.89     -60.350    
 182.8750  21   0  46.130      19.344      28.247      9.9290      4.1340      320.43      1014.3      38.280      323.63     -81.538    
 182.8958  21  30  29.538      41.740      27.779      9.6540      3.2470      315.79      1014.5      6.5150      323.39     -95.216    
 182.9167  22   0  8.7230      8.6610      27.359      9.2440      2.6500      317.23      1014.7     -2.9130      323.77     -97.615    
 182.9375  22  30  27.660      37.532      26.922      8.7160      2.1830      324.73      1015.1     -3.2810      322.71     -95.984    
 182.9583  23   0  28.532      39.721      26.382      8.3860      2.2470      319.60      1015.4     -3.2570      321.40     -94.045    
 182.9792  23  30  27.887      18.038      25.959      8.1870      2.3700      318.72      1015.5     -3.1630      320.78     -92.128    
 183.0000   0   0  14.211      11.644      25.694      8.1950      1.8510      334.09      1015.6     -3.0340      320.62     -90.253    
 183.0208   0  30  8.5200      2.8610      25.492      8.2200      1.2490      343.96      1015.7     -3.1760      319.03     -89.965    
 183.0417   1   0  3.2770      5.6410      25.424      8.7910     0.96300      12.306      1015.6     -2.7240      319.21     -87.659    
 183.0625   1  30 -6.2400      23.846      25.204      9.2550     0.67000      4.7990      1015.6     -2.8170      318.89     -86.021    
 183.0833   2   0  3.6980      1.6180      25.163      9.7130     0.83800     0.91200      1015.5     -2.1830      318.55     -84.814    
 183.1042   2  30  13.746     -2.0070      25.018      9.8910     0.63100      34.340      1015.3     -2.6150      315.98     -86.119    
 183.1250   3   0  37.705      1.6020      24.577      10.165     0.95100      77.626      1015.2     -2.5790      314.55     -85.269    
 183.1458   3  30  8.9780      3.3140      24.550      10.203      1.0280      43.914      1015.1     -2.4400      314.90     -84.098
 183.1667   4   0  3.4200      6.1110      24.598      10.155      1.2590      73.151      1014.9     -1.9500      316.37     -81.954
 183.1875   4  30  4.9190      4.2860      24.446      10.238      1.1040      68.861      1014.9     -2.4830      316.35     -81.533
 183.2083   5   0  5.9000      5.8950      24.668      10.155      1.2810      56.113      1015.0     -2.1080      317.83     -80.024    
 183.2292   5  30  1.6410      7.8360      24.756      10.235     0.73000      51.931      1015.1     -2.3470      318.05     -79.882    
 183.2500   6   0  9.2910      3.1510      24.760      10.377     0.75600      27.883      1015.2     -1.1850      318.82     -77.972    
 183.2708   6  30  1.5060      7.4880      24.654      10.394     0.57800      50.637      1015.4      10.054      319.01     -68.866    
 183.2917   7   0  31.136      4.2410      24.592      10.343     0.70600      104.56      1015.5      52.685      320.37     -38.540    
 183.3125   7  30  55.023      7.9650      24.950      10.396     0.63300      100.17      1015.8      119.95      323.11      7.9000    
 183.3333   8   0  34.532      1.9280      25.400      10.498     0.90200      112.62      1016.0      193.40      325.58      61.465    
 183.3542   8  30  22.544     -1.6890      25.643      10.571      1.0380      101.76      1016.3      280.80      327.85      126.40    
 183.3750   9   0  84.842     -4.8110      26.307      10.961     0.58500      321.08      1016.5      362.85      331.63      189.74    
 183.3958   9  30  76.303      22.949      26.656      11.059      1.1390      316.43      1016.6      450.80      334.21      254.44    
 183.4167  10   0 -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00    
 183.4375  10  30 -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00     -999.00    
 183.4583  11   0  153.92     -999.00      28.673      9.7810      2.4050      253.87      1016.5      691.10      386.80      451.84    
 183.4792  11  30  225.15     -999.00      28.700     -999.00      2.8220      255.22      1016.5      744.50      387.65      492.26    
 183.5000  12   0  214.99     -999.00      27.970     -999.00      4.1190      248.59      1016.7      804.50      384.73      537.51    
 183.5208  12  30  160.37      73.837      27.478      10.654      4.6340      247.73      1016.7      847.50      384.08      573.29    
 183.5417  13   0  215.83     -85.629      27.191      11.924      4.5340      250.64      1016.7      873.00      385.62      597.17    
 183.5625  13  30  354.56      4.7720      27.598      11.971      3.1450      259.48      1016.7      879.50      390.75      606.33    
 183.5833  14   0  508.33      48.249      28.103      12.627      2.5030      258.44      1016.6      873.00      396.08      603.24    
 183.6042  14  30  513.82      19.954      27.854      12.787      3.2750      259.77      1016.6      866.50      395.76      598.59    
 183.6250  15   0  256.63      10.067      27.336      13.303      4.2700      255.45      1016.6      850.50      393.00      585.79    
 183.6458  15  30  280.19      10.516      28.164      13.178      3.9660      219.57      1016.5      827.50      393.52      567.01    
 183.6667  16   0  381.53     -999.00      28.584     -999.00      3.4620      206.03      1016.4      784.50      393.52      533.02    
 183.6875  16  30  386.83     -999.00      28.400     -999.00      3.9100      214.74      1016.2      728.00      390.90      486.81    
 183.7083  17   0  281.90     -5.4290      28.343      13.177      4.0480      193.84      1016.1      666.10      390.44      438.64    
 183.7292  17  30  256.64      76.295      28.255      13.008      4.2510      189.29      1016.0      586.80      388.26      372.95    
 183.7500  18   0  266.71      43.524      28.090      12.298      4.7780      186.22      1015.8      494.00      384.71      293.74    
 183.7708  18  30  222.13      17.742      27.975      12.207      4.6500      183.69      1015.7      407.80      381.27      220.59    
 183.7917  19   0  164.68      20.955      27.596      12.165      4.8100      185.15      1015.5      317.55      376.82      145.22    
 183.8125  19  30  192.04      56.670      27.703      12.190      4.0250      170.17      1015.4      227.05      374.03      68.819    
 183.8333  20   0  178.34      104.82      27.829      11.904      2.4490      187.24      1015.4      139.40      373.72     -2.0030    
 183.8542  20  30  81.999     -5.8630      27.777      10.988      2.4510      185.49      1015.4      75.310      372.43     -50.302    
 183.8750  21   0  97.288     -149.07      26.242      14.150      1.1190      320.48      1015.3      33.805      366.34     -71.788    
